========================================
 Exported from Brekel Pro Face 2 v2.23
========================================
File format version:		1.0
Machinename:				ssc-6430b
Licensed to:				 Erin Heerey
Export date/time:			29/03/2017 15:16:10
Number of frames:			8948

==========
 Face: 1
==========
timestamp	isTracked	bodyId	neckPosX	neckPosY	neckPosZ	neckRotX	neckRotY	neckRotZ	headPosX	headPosY	headPosZ	headRotX	headRotY	headRotZ	Brow_Up_L	Brow_Up_R	Brow_Down_L	Brow_Down_R	Eye_Closed_L	Eye_Closed_R	Cheek_Puffed_L	Cheek_Puffed_R	Lips_Pucker	Lips_Stretch_L	Lips_Stretch_R	Lip_Lower_Down_L	Lip_Lower_Down_R	Smile_L	Smile_R	Frown_L	Frown_R	Jaw_L	Jaw_R	Jaw_Open
156.23334	1	3	-1.50773	-1.68765	-93.65511	-4.55495	-12.80039	-2.18195	0.68025	7.95688	2.28499	7.39181	14.08011	1.26938	34.80733	31.41938	-0.00008	0.00000	22.06141	15.22832	32.97740	45.05043	0.00000	34.48804	29.06981	8.00485	5.00864	86.16735	80.31444	24.84124	18.23990	0.36605	2.11190	26.19046	
156.26666	1	3	-1.50773	-1.68765	-93.65511	-4.55495	-12.80039	-2.18195	0.68025	7.95688	2.28499	7.39181	14.08011	1.26938	34.80733	31.41938	-0.00008	0.00000	22.06141	15.22832	32.97740	45.05043	0.00000	34.48804	29.06981	8.00485	5.00864	86.16735	80.31444	24.84124	18.23990	0.36605	2.11190	26.19046	
156.30000	1	3	-1.50773	-1.68765	-93.65511	-4.55495	-12.80039	-2.18195	0.68025	7.95688	2.28499	7.39181	14.08011	1.26938	34.80733	31.41938	-0.00008	0.00000	22.06141	15.22832	32.97740	45.05043	0.00000	34.48804	29.06981	8.00485	5.00864	86.16735	80.31444	24.84124	18.23990	0.36605	2.11190	26.19046	
156.33333	1	3	-1.50773	-1.68765	-93.65511	-4.55495	-12.80039	-2.18195	0.68025	7.95688	2.28499	7.39181	14.08011	1.26938	34.80733	31.41938	-0.00008	0.00000	22.06141	15.22832	32.97740	45.05043	0.00000	34.48804	29.06981	8.00485	5.00864	86.16735	80.31444	24.84124	18.23990	0.36605	2.11190	26.19046	
156.36667	1	3	-1.50773	-1.68765	-93.65511	-4.55495	-12.80039	-2.18195	0.68025	7.95688	2.28499	7.39181	14.08011	1.26938	34.80733	31.41938	-0.00008	0.00000	22.06141	15.22832	32.97740	45.05043	0.00000	34.48804	29.06981	8.00485	5.00864	86.16735	80.31444	24.84124	18.23990	0.36605	2.11190	26.19046	
156.39999	1	3	-1.50773	-1.68765	-93.65511	-4.55495	-12.80039	-2.18195	0.68025	7.95688	2.28499	7.39181	14.08011	1.26938	34.80733	31.41938	-0.00008	0.00000	22.06141	15.22832	32.97740	45.05043	0.00000	34.48804	29.06981	8.00485	5.00864	86.16735	80.31444	24.84124	18.23990	0.36605	2.11190	26.19046	
156.43333	1	3	-1.50773	-1.68765	-93.65511	-4.55495	-12.80039	-2.18195	0.68025	7.95688	2.28499	7.39181	14.08011	1.26938	34.80733	31.41938	-0.00008	0.00000	22.06141	15.22832	32.97740	45.05043	0.00000	34.48804	29.06981	8.00485	5.00864	86.16735	80.31444	24.84124	18.23990	0.36605	2.11190	26.19046	
156.46666	1	3	-1.50773	-1.68765	-93.65511	-4.55495	-12.80039	-2.18195	0.68025	7.95688	2.28499	7.39181	14.08011	1.26938	34.80733	31.41938	-0.00008	0.00000	22.06141	15.22832	32.97740	45.05043	0.00000	34.48804	29.06981	8.00485	5.00864	86.16735	80.31444	24.84124	18.23990	0.36605	2.11190	26.19046	
156.50000	1	3	-1.50773	-1.68765	-93.65511	-4.55495	-12.80039	-2.18195	0.68025	7.95688	2.28499	7.39181	14.08011	1.26938	34.80733	31.41938	-0.00008	0.00000	22.06141	15.22832	32.97740	45.05043	0.00000	34.48804	29.06981	8.00485	5.00864	86.16735	80.31444	24.84124	18.23990	0.36605	2.11190	26.19046	
156.53334	1	3	-1.50773	-1.68765	-93.65511	-4.55495	-12.80039	-2.18195	0.68025	7.95688	2.28499	7.39181	14.08011	1.26938	34.80733	31.41938	-0.00008	0.00000	22.06141	15.22832	32.97740	45.05043	0.00000	34.48804	29.06981	8.00485	5.00864	86.16735	80.31444	24.84124	18.23990	0.36605	2.11190	26.19046	
156.56667	1	3	-1.50773	-1.68765	-93.65511	-4.55495	-12.80039	-2.18195	0.68025	7.95688	2.28499	7.39181	14.08011	1.26938	34.80733	31.41938	-0.00008	0.00000	22.06141	15.22832	32.97740	45.05043	0.00000	34.48804	29.06981	8.00485	5.00864	86.16735	80.31444	24.84124	18.23990	0.36605	2.11190	26.19046	
156.60001	1	3	-1.50773	-1.68765	-93.65511	-4.55495	-12.80039	-2.18195	0.68025	7.95688	2.28499	7.39181	14.08011	1.26938	34.80733	31.41938	-0.00008	0.00000	22.06141	15.22832	32.97740	45.05043	0.00000	34.48804	29.06981	8.00485	5.00864	86.16735	80.31444	24.84124	18.23990	0.36605	2.11190	26.19046	
156.63333	1	3	-1.50773	-1.68765	-93.65511	-4.55495	-12.80039	-2.18195	0.68025	7.95688	2.28499	7.39181	14.08011	1.26938	34.80733	31.41938	-0.00008	0.00000	22.06141	15.22832	32.97740	45.05043	0.00000	34.48804	29.06981	8.00485	5.00864	86.16735	80.31444	24.84124	18.23990	0.36605	2.11190	26.19046	
156.66667	1	3	-1.50773	-1.68765	-93.65511	-4.55495	-12.80039	-2.18195	0.68025	7.95688	2.28499	7.39181	14.08011	1.26938	34.80733	31.41938	-0.00008	0.00000	22.06141	15.22832	32.97740	45.05043	0.00000	34.48804	29.06981	8.00485	5.00864	86.16735	80.31444	24.84124	18.23990	0.36605	2.11190	26.19046	
156.70000	1	3	-1.50773	-1.68765	-93.65511	-4.55495	-12.80039	-2.18195	0.68025	7.95688	2.28499	7.39181	14.08011	1.26938	34.80733	31.41938	-0.00008	0.00000	22.06141	15.22832	32.97740	45.05043	0.00000	34.48804	29.06981	8.00485	5.00864	86.16735	80.31444	24.84124	18.23990	0.36605	2.11190	26.19046	
156.73334	1	3	-1.50773	-1.68765	-93.65511	-4.55495	-12.80039	-2.18195	0.68025	7.95688	2.28499	7.39181	14.08011	1.26938	34.80733	31.41938	-0.00008	0.00000	22.06141	15.22832	32.97740	45.05043	0.00000	34.48804	29.06981	8.00485	5.00864	86.16735	80.31444	24.84124	18.23990	0.36605	2.11190	26.19046	
156.76666	1	3	-1.50773	-1.68765	-93.65511	-4.55495	-12.80039	-2.18195	0.68025	7.95688	2.28499	7.39181	14.08011	1.26938	34.80733	31.41938	-0.00008	0.00000	22.06141	15.22832	32.97740	45.05043	0.00000	34.48804	29.06981	8.00485	5.00864	86.16735	80.31444	24.84124	18.23990	0.36605	2.11190	26.19046	
156.80000	1	3	-1.50773	-1.68765	-93.65511	-4.55495	-12.80039	-2.18195	0.68025	7.95688	2.28499	7.39181	14.08011	1.26938	34.80733	31.41938	-0.00008	0.00000	22.06141	15.22832	32.97740	45.05043	0.00000	34.48804	29.06981	8.00485	5.00864	86.16735	80.31444	24.84124	18.23990	0.36605	2.11190	26.19046	
156.83333	1	3	-1.50773	-1.68765	-93.65511	-4.55495	-12.80039	-2.18195	0.68025	7.95688	2.28499	7.39181	14.08011	1.26938	34.80733	31.41938	-0.00008	0.00000	22.06141	15.22832	32.97740	45.05043	0.00000	34.48804	29.06981	8.00485	5.00864	86.16735	80.31444	24.84124	18.23990	0.36605	2.11190	26.19046	
156.86667	1	3	-1.50773	-1.68765	-93.65511	-4.55495	-12.80039	-2.18195	0.68025	7.95688	2.28499	7.39181	14.08011	1.26938	34.80733	31.41938	-0.00008	0.00000	22.06141	15.22832	32.97740	45.05043	0.00000	34.48804	29.06981	8.00485	5.00864	86.16735	80.31444	24.84124	18.23990	0.36605	2.11190	26.19046	
156.89999	1	3	-1.50773	-1.68765	-93.65511	-4.55495	-12.80039	-2.18195	0.68025	7.95688	2.28499	7.39181	14.08011	1.26938	34.80733	31.41938	-0.00008	0.00000	22.06141	15.22832	32.97740	45.05043	0.00000	34.48804	29.06981	8.00485	5.00864	86.16735	80.31444	24.84124	18.23990	0.36605	2.11190	26.19046	
156.93333	1	3	-1.50773	-1.68765	-93.65511	-4.55495	-12.80039	-2.18195	0.68025	7.95688	2.28499	7.39181	14.08011	1.26938	34.80733	31.41938	-0.00008	0.00000	22.06141	15.22832	32.97740	45.05043	0.00000	34.48804	29.06981	8.00485	5.00864	86.16735	80.31444	24.84124	18.23990	0.36605	2.11190	26.19046	
156.96666	1	3	-1.50773	-1.68765	-93.65511	-4.55495	-12.80039	-2.18195	0.68025	7.95688	2.28499	7.39181	14.08011	1.26938	34.80733	31.41938	-0.00008	0.00000	22.06141	15.22832	32.97740	45.05043	0.00000	34.48804	29.06981	8.00485	5.00864	86.16735	80.31444	24.84124	18.23990	0.36605	2.11190	26.19046	
157.00000	1	3	-1.50773	-1.68765	-93.65511	-4.55495	-12.80039	-2.18195	0.68025	7.95688	2.28499	7.39181	14.08011	1.26938	34.80733	31.41938	-0.00008	0.00000	22.06141	15.22832	32.97740	45.05043	0.00000	34.48804	29.06981	8.00485	5.00864	86.16735	80.31444	24.84124	18.23990	0.36605	2.11190	26.19046	
157.03334	1	3	-1.50773	-1.68765	-93.65511	-4.55495	-12.80039	-2.18195	0.68025	7.95688	2.28499	7.39181	14.08011	1.26938	34.80733	31.41938	-0.00008	0.00000	22.06141	15.22832	32.97740	45.05043	0.00000	34.48804	29.06981	8.00485	5.00864	86.16735	80.31444	24.84124	18.23990	0.36605	2.11190	26.19046	
157.06667	1	3	-1.50773	-1.68765	-93.65511	-4.55495	-12.80039	-2.18195	0.68025	7.95688	2.28499	7.39181	14.08011	1.26938	34.80733	31.41938	-0.00008	0.00000	22.06141	15.22832	32.97740	45.05043	0.00000	34.48804	29.06981	8.00485	5.00864	86.16735	80.31444	24.84124	18.23990	0.36605	2.11190	26.19046	
157.10001	1	3	-1.50773	-1.68765	-93.65511	-4.55495	-12.80039	-2.18195	0.68025	7.95688	2.28499	7.39181	14.08011	1.26938	34.80733	31.41938	-0.00008	0.00000	22.06141	15.22832	32.97740	45.05043	0.00000	34.48804	29.06981	8.00485	5.00864	86.16735	80.31444	24.84124	18.23990	0.36605	2.11190	26.19046	
157.13333	1	3	-1.50773	-1.68765	-93.65511	-4.55495	-12.80039	-2.18195	0.68025	7.95688	2.28499	7.39181	14.08011	1.26938	34.80733	31.41938	-0.00008	0.00000	22.06141	15.22832	32.97740	45.05043	0.00000	34.48804	29.06981	8.00485	5.00864	86.16735	80.31444	24.84124	18.23990	0.36605	2.11190	26.19046	
157.16667	1	3	-1.50773	-1.68765	-93.65511	-4.55495	-12.80039	-2.18195	0.68025	7.95688	2.28499	7.39181	14.08011	1.26938	34.80733	31.41938	-0.00008	0.00000	22.06141	15.22832	32.97740	45.05043	0.00000	34.48804	29.06981	8.00485	5.00864	86.16735	80.31444	24.84124	18.23990	0.36605	2.11190	26.19046	
157.20000	1	3	-1.50773	-1.68765	-93.65511	-4.55495	-12.80039	-2.18195	0.68025	7.95688	2.28499	7.39181	14.08011	1.26938	34.80733	31.41938	-0.00008	0.00000	22.06141	15.22832	32.97740	45.05043	0.00000	34.48804	29.06981	8.00485	5.00864	86.16735	80.31444	24.84124	18.23990	0.36605	2.11190	26.19046	
157.23334	1	3	-1.50773	-1.68765	-93.65511	-4.55495	-12.80039	-2.18195	0.68025	7.95688	2.28499	7.39181	14.08011	1.26938	34.80733	31.41938	-0.00008	0.00000	22.06141	15.22832	32.97740	45.05043	0.00000	34.48804	29.06981	8.00485	5.00864	86.16735	80.31444	24.84124	18.23990	0.36605	2.11190	26.19046	
157.26666	1	3	-1.50773	-1.68765	-93.65511	-4.55495	-12.80039	-2.18195	0.68025	7.95688	2.28499	7.39181	14.08011	1.26938	34.80733	31.41938	-0.00008	0.00000	22.06141	15.22832	32.97740	45.05043	0.00000	34.48804	29.06981	8.00485	5.00864	86.16735	80.31444	24.84124	18.23990	0.36605	2.11190	26.19046	
157.30000	1	3	-1.50773	-1.68765	-93.65511	-4.55495	-12.80039	-2.18195	0.68025	7.95688	2.28499	7.39181	14.08011	1.26938	34.80733	31.41938	-0.00008	0.00000	22.06141	15.22832	32.97740	45.05043	0.00000	34.48804	29.06981	8.00485	5.00864	86.16735	80.31444	24.84124	18.23990	0.36605	2.11190	26.19046	
157.33333	1	3	-1.50773	-1.68765	-93.65511	-4.55495	-12.80039	-2.18195	0.68025	7.95688	2.28499	7.39181	14.08011	1.26938	34.80733	31.41938	-0.00008	0.00000	22.06141	15.22832	32.97740	45.05043	0.00000	34.48804	29.06981	8.00485	5.00864	86.16735	80.31444	24.84124	18.23990	0.36605	2.11190	26.19046	
157.36667	1	3	-1.50773	-1.68765	-93.65511	-4.55495	-12.80039	-2.18195	0.68025	7.95688	2.28499	7.39181	14.08011	1.26938	34.80733	31.41938	-0.00008	0.00000	22.06141	15.22832	32.97740	45.05043	0.00000	34.48804	29.06981	8.00485	5.00864	86.16735	80.31444	24.84124	18.23990	0.36605	2.11190	26.19046	
157.39999	1	3	-1.50773	-1.68765	-93.65511	-4.55495	-12.80039	-2.18195	0.68025	7.95688	2.28499	7.39181	14.08011	1.26938	34.80733	31.41938	-0.00008	0.00000	22.06141	15.22832	32.97740	45.05043	0.00000	34.48804	29.06981	8.00485	5.00864	86.16735	80.31444	24.84124	18.23990	0.36605	2.11190	26.19046	
157.43333	1	3	-1.50773	-1.68765	-93.65511	-4.55495	-12.80039	-2.18195	0.68025	7.95688	2.28499	7.39181	14.08011	1.26938	34.80733	31.41938	-0.00008	0.00000	22.06141	15.22832	32.97740	45.05043	0.00000	34.48804	29.06981	8.00485	5.00864	86.16735	80.31444	24.84124	18.23990	0.36605	2.11190	26.19046	
157.46666	1	3	-1.50773	-1.68765	-93.65511	-4.55495	-12.80039	-2.18195	0.68025	7.95688	2.28499	7.39181	14.08011	1.26938	34.80733	31.41938	-0.00008	0.00000	22.06141	15.22832	32.97740	45.05043	0.00000	34.48804	29.06981	8.00485	5.00864	86.16735	80.31444	24.84124	18.23990	0.36605	2.11190	26.19046	
157.50000	1	3	-1.50773	-1.68765	-93.65511	-4.55495	-12.80039	-2.18195	0.68025	7.95688	2.28499	7.39181	14.08011	1.26938	34.80733	31.41938	-0.00008	0.00000	22.06141	15.22832	32.97740	45.05043	0.00000	34.48804	29.06981	8.00485	5.00864	86.16735	80.31444	24.84124	18.23990	0.36605	2.11190	26.19046	
157.53334	1	3	-1.50773	-1.68765	-93.65511	-4.55495	-12.80039	-2.18195	0.68025	7.95688	2.28499	7.39181	14.08011	1.26938	34.80733	31.41938	-0.00008	0.00000	22.06141	15.22832	32.97740	45.05043	0.00000	34.48804	29.06981	8.00485	5.00864	86.16735	80.31444	24.84124	18.23990	0.36605	2.11190	26.19046	
157.56667	1	3	-1.50773	-1.68765	-93.65511	-4.55495	-12.80039	-2.18195	0.68025	7.95688	2.28499	7.39181	14.08011	1.26938	34.80733	31.41938	-0.00008	0.00000	22.06141	15.22832	32.97740	45.05043	0.00000	34.48804	29.06981	8.00485	5.00864	86.16735	80.31444	24.84124	18.23990	0.36605	2.11190	26.19046	
157.60001	1	3	-1.50773	-1.68765	-93.65511	-4.55495	-12.80039	-2.18195	0.68025	7.95688	2.28499	7.39181	14.08011	1.26938	34.80733	31.41938	-0.00008	0.00000	22.06141	15.22832	32.97740	45.05043	0.00000	34.48804	29.06981	8.00485	5.00864	86.16735	80.31444	24.84124	18.23990	0.36605	2.11190	26.19046	
157.63333	1	3	-1.50773	-1.68765	-93.65511	-4.55495	-12.80039	-2.18195	0.68025	7.95688	2.28499	7.39181	14.08011	1.26938	34.80733	31.41938	-0.00008	0.00000	22.06141	15.22832	32.97740	45.05043	0.00000	34.48804	29.06981	8.00485	5.00864	86.16735	80.31444	24.84124	18.23990	0.36605	2.11190	26.19046	
157.66667	1	3	-1.50773	-1.68765	-93.65511	-4.55495	-12.80039	-2.18195	0.68025	7.95688	2.28499	7.39181	14.08011	1.26938	34.80733	31.41938	-0.00008	0.00000	22.06141	15.22832	32.97740	45.05043	0.00000	34.48804	29.06981	8.00485	5.00864	86.16735	80.31444	24.84124	18.23990	0.36605	2.11190	26.19046	
157.70000	1	3	-1.50773	-1.68765	-93.65511	-4.55495	-12.80039	-2.18195	0.68025	7.95688	2.28499	7.39181	14.08011	1.26938	34.80733	31.41938	-0.00008	0.00000	22.06141	15.22832	32.97740	45.05043	0.00000	34.48804	29.06981	8.00485	5.00864	86.16735	80.31444	24.84124	18.23990	0.36605	2.11190	26.19046	
157.73334	1	3	-1.50773	-1.68765	-93.65511	-4.55495	-12.80039	-2.18195	0.68025	7.95688	2.28499	7.39181	14.08011	1.26938	34.80733	31.41938	-0.00008	0.00000	22.06141	15.22832	32.97740	45.05043	0.00000	34.48804	29.06981	8.00485	5.00864	86.16735	80.31444	24.84124	18.23990	0.36605	2.11190	26.19046	
157.76666	1	3	-1.50773	-1.68765	-93.65511	-4.55495	-12.80039	-2.18195	0.68025	7.95688	2.28499	7.39181	14.08011	1.26938	34.80733	31.41938	-0.00008	0.00000	22.06141	15.22832	32.97740	45.05043	0.00000	34.48804	29.06981	8.00485	5.00864	86.16735	80.31444	24.84124	18.23990	0.36605	2.11190	26.19046	
157.80000	1	3	-1.50773	-1.68765	-93.65511	-4.55495	-12.80039	-2.18195	0.68025	7.95688	2.28499	7.39181	14.08011	1.26938	34.80733	31.41938	-0.00008	0.00000	22.06141	15.22832	32.97740	45.05043	0.00000	34.48804	29.06981	8.00485	5.00864	86.16735	80.31444	24.84124	18.23990	0.36605	2.11190	26.19046	
157.83333	1	3	-1.50773	-1.68765	-93.65511	-4.55495	-12.80039	-2.18195	0.68025	7.95688	2.28499	7.39181	14.08011	1.26938	34.80733	31.41938	-0.00008	0.00000	22.06141	15.22832	32.97740	45.05043	0.00000	34.48804	29.06981	8.00485	5.00864	86.16735	80.31444	24.84124	18.23990	0.36605	2.11190	26.19046	
157.86667	1	3	-1.50773	-1.68765	-93.65511	-4.55495	-12.80039	-2.18195	0.68025	7.95688	2.28499	7.39181	14.08011	1.26938	34.80733	31.41938	-0.00008	0.00000	22.06141	15.22832	32.97740	45.05043	0.00000	34.48804	29.06981	8.00485	5.00864	86.16735	80.31444	24.84124	18.23990	0.36605	2.11190	26.19046	
157.89999	1	3	-1.50773	-1.68765	-93.65511	-4.55495	-12.80039	-2.18195	0.68025	7.95688	2.28499	7.39181	14.08011	1.26938	34.80733	31.41938	-0.00008	0.00000	22.06141	15.22832	32.97740	45.05043	0.00000	34.48804	29.06981	8.00485	5.00864	86.16735	80.31444	24.84124	18.23990	0.36605	2.11190	26.19046	
157.93333	1	3	-1.50773	-1.68765	-93.65511	-4.55495	-12.80039	-2.18195	0.68025	7.95688	2.28499	7.39181	14.08011	1.26938	34.80733	31.41938	-0.00008	0.00000	22.06141	15.22832	32.97740	45.05043	0.00000	34.48804	29.06981	8.00485	5.00864	86.16735	80.31444	24.84124	18.23990	0.36605	2.11190	26.19046	
157.96666	1	3	-1.50773	-1.68765	-93.65511	-4.55495	-12.80039	-2.18195	0.68025	7.95688	2.28499	7.39181	14.08011	1.26938	34.80733	31.41938	-0.00008	0.00000	22.06141	15.22832	32.97740	45.05043	0.00000	34.48804	29.06981	8.00485	5.00864	86.16735	80.31444	24.84124	18.23990	0.36605	2.11190	26.19046	
158.00000	1	3	-1.50773	-1.68765	-93.65511	-4.55495	-12.80039	-2.18195	0.68025	7.95688	2.28499	7.39181	14.08011	1.26938	34.80733	31.41938	-0.00008	0.00000	22.06141	15.22832	32.97740	45.05043	0.00000	34.48804	29.06981	8.00485	5.00864	86.16735	80.31444	24.84124	18.23990	0.36605	2.11190	26.19046	
158.03334	1	3	-1.50773	-1.68765	-93.65511	-4.55495	-12.80039	-2.18195	0.68025	7.95688	2.28499	7.39181	14.08011	1.26938	34.80733	31.41938	-0.00008	0.00000	22.06141	15.22832	32.97740	45.05043	0.00000	34.48804	29.06981	8.00485	5.00864	86.16735	80.31444	24.84124	18.23990	0.36605	2.11190	26.19046	
158.06667	1	3	-1.50773	-1.68765	-93.65511	-4.55495	-12.80039	-2.18195	0.68025	7.95688	2.28499	7.39181	14.08011	1.26938	34.80733	31.41938	-0.00008	0.00000	22.06141	15.22832	32.97740	45.05043	0.00000	34.48804	29.06981	8.00485	5.00864	86.16735	80.31444	24.84124	18.23990	0.36605	2.11190	26.19046	
158.10001	1	3	-1.50773	-1.68765	-93.65511	-4.55495	-12.80039	-2.18195	0.68025	7.95688	2.28499	7.39181	14.08011	1.26938	34.80733	31.41938	-0.00008	0.00000	22.06141	15.22832	32.97740	45.05043	0.00000	34.48804	29.06981	8.00485	5.00864	86.16735	80.31444	24.84124	18.23990	0.36605	2.11190	26.19046	
158.13333	1	3	-1.50773	-1.68765	-93.65511	-4.55495	-12.80039	-2.18195	0.68025	7.95688	2.28499	7.39181	14.08011	1.26938	34.80733	31.41938	-0.00008	0.00000	22.06141	15.22832	32.97740	45.05043	0.00000	34.48804	29.06981	8.00485	5.00864	86.16735	80.31444	24.84124	18.23990	0.36605	2.11190	26.19046	
158.16667	1	3	-1.50773	-1.68765	-93.65511	-4.55495	-12.80039	-2.18195	0.68025	7.95688	2.28499	7.39181	14.08011	1.26938	34.80733	31.41938	-0.00008	0.00000	22.06141	15.22832	32.97740	45.05043	0.00000	34.48804	29.06981	8.00485	5.00864	86.16735	80.31444	24.84124	18.23990	0.36605	2.11190	26.19046	
158.20000	1	3	-1.50773	-1.68765	-93.65511	-4.55495	-12.80039	-2.18195	0.68025	7.95688	2.28499	7.39181	14.08011	1.26938	34.80733	31.41938	-0.00008	0.00000	22.06141	15.22832	32.97740	45.05043	0.00000	34.48804	29.06981	8.00485	5.00864	86.16735	80.31444	24.84124	18.23990	0.36605	2.11190	26.19046	
158.23334	1	3	-1.50773	-1.68765	-93.65511	-4.55495	-12.80039	-2.18195	0.68025	7.95688	2.28499	7.39181	14.08011	1.26938	34.80733	31.41938	-0.00008	0.00000	22.06141	15.22832	32.97740	45.05043	0.00000	34.48804	29.06981	8.00485	5.00864	86.16735	80.31444	24.84124	18.23990	0.36605	2.11190	26.19046	
158.26666	1	3	-1.50773	-1.68765	-93.65511	-4.55495	-12.80039	-2.18195	0.68025	7.95688	2.28499	7.39181	14.08011	1.26938	34.80733	31.41938	-0.00008	0.00000	22.06141	15.22832	32.97740	45.05043	0.00000	34.48804	29.06981	8.00485	5.00864	86.16735	80.31444	24.84124	18.23990	0.36605	2.11190	26.19046	
158.30000	1	3	-1.50773	-1.68765	-93.65511	-4.55495	-12.80039	-2.18195	0.68025	7.95688	2.28499	7.39181	14.08011	1.26938	34.80733	31.41938	-0.00008	0.00000	22.06141	15.22832	32.97740	45.05043	0.00000	34.48804	29.06981	8.00485	5.00864	86.16735	80.31444	24.84124	18.23990	0.36605	2.11190	26.19046	
158.33333	1	3	-1.50773	-1.68765	-93.65511	-4.55495	-12.80039	-2.18195	0.68025	7.95688	2.28499	7.39181	14.08011	1.26938	34.80733	31.41938	-0.00008	0.00000	22.06141	15.22832	32.97740	45.05043	0.00000	34.48804	29.06981	8.00485	5.00864	86.16735	80.31444	24.84124	18.23990	0.36605	2.11190	26.19046	
158.36667	1	3	-1.50773	-1.68765	-93.65511	-4.55495	-12.80039	-2.18195	0.68025	7.95688	2.28499	7.39181	14.08011	1.26938	34.80733	31.41938	-0.00008	0.00000	22.06141	15.22832	32.97740	45.05043	0.00000	34.48804	29.06981	8.00485	5.00864	86.16735	80.31444	24.84124	18.23990	0.36605	2.11190	26.19046	
158.39999	1	3	-1.50773	-1.68765	-93.65511	-4.55495	-12.80039	-2.18195	0.68025	7.95688	2.28499	7.39181	14.08011	1.26938	34.80733	31.41938	-0.00008	0.00000	22.06141	15.22832	32.97740	45.05043	0.00000	34.48804	29.06981	8.00485	5.00864	86.16735	80.31444	24.84124	18.23990	0.36605	2.11190	26.19046	
158.43333	1	3	-1.50773	-1.68765	-93.65511	-4.55495	-12.80039	-2.18195	0.68025	7.95688	2.28499	7.39181	14.08011	1.26938	34.80733	31.41938	-0.00008	0.00000	22.06141	15.22832	32.97740	45.05043	0.00000	34.48804	29.06981	8.00485	5.00864	86.16735	80.31444	24.84124	18.23990	0.36605	2.11190	26.19046	
158.46666	1	3	-1.50773	-1.68765	-93.65511	-4.55495	-12.80039	-2.18195	0.68025	7.95688	2.28499	7.39181	14.08011	1.26938	34.80733	31.41938	-0.00008	0.00000	22.06141	15.22832	32.97740	45.05043	0.00000	34.48804	29.06981	8.00485	5.00864	86.16735	80.31444	24.84124	18.23990	0.36605	2.11190	26.19046	
158.50000	1	3	-1.50773	-1.68765	-93.65511	-4.55495	-12.80039	-2.18195	0.68025	7.95688	2.28499	7.39181	14.08011	1.26938	34.80733	31.41938	-0.00008	0.00000	22.06141	15.22832	32.97740	45.05043	0.00000	34.48804	29.06981	8.00485	5.00864	86.16735	80.31444	24.84124	18.23990	0.36605	2.11190	26.19046	
158.53334	1	3	-1.50773	-1.68765	-93.65511	-4.55495	-12.80039	-2.18195	0.68025	7.95688	2.28499	7.39181	14.08011	1.26938	34.80733	31.41938	-0.00008	0.00000	22.06141	15.22832	32.97740	45.05043	0.00000	34.48804	29.06981	8.00485	5.00864	86.16735	80.31444	24.84124	18.23990	0.36605	2.11190	26.19046	
158.56667	1	3	-1.50773	-1.68765	-93.65511	-4.55495	-12.80039	-2.18195	0.68025	7.95688	2.28499	7.39181	14.08011	1.26938	34.80733	31.41938	-0.00008	0.00000	22.06141	15.22832	32.97740	45.05043	0.00000	34.48804	29.06981	8.00485	5.00864	86.16735	80.31444	24.84124	18.23990	0.36605	2.11190	26.19046	
158.60001	1	3	-1.50773	-1.68765	-93.65511	-4.55495	-12.80039	-2.18195	0.68025	7.95688	2.28499	7.39181	14.08011	1.26938	34.80733	31.41938	-0.00008	0.00000	22.06141	15.22832	32.97740	45.05043	0.00000	34.48804	29.06981	8.00485	5.00864	86.16735	80.31444	24.84124	18.23990	0.36605	2.11190	26.19046	
158.63333	1	3	-1.50773	-1.68765	-93.65511	-4.55495	-12.80039	-2.18195	0.68025	7.95688	2.28499	7.39181	14.08011	1.26938	34.80733	31.41938	-0.00008	0.00000	22.06141	15.22832	32.97740	45.05043	0.00000	34.48804	29.06981	8.00485	5.00864	86.16735	80.31444	24.84124	18.23990	0.36605	2.11190	26.19046	
158.66667	1	3	-1.50773	-1.68765	-93.65511	-4.55495	-12.80039	-2.18195	0.68025	7.95688	2.28499	7.39181	14.08011	1.26938	34.80733	31.41938	-0.00008	0.00000	22.06141	15.22832	32.97740	45.05043	0.00000	34.48804	29.06981	8.00485	5.00864	86.16735	80.31444	24.84124	18.23990	0.36605	2.11190	26.19046	
158.70000	1	3	-1.50773	-1.68765	-93.65511	-4.55495	-12.80039	-2.18195	0.68025	7.95688	2.28499	7.39181	14.08011	1.26938	34.80733	31.41938	-0.00008	0.00000	22.06141	15.22832	32.97740	45.05043	0.00000	34.48804	29.06981	8.00485	5.00864	86.16735	80.31444	24.84124	18.23990	0.36605	2.11190	26.19046	
158.73334	1	3	-1.50773	-1.68765	-93.65511	-4.55495	-12.80039	-2.18195	0.68025	7.95688	2.28499	7.39181	14.08011	1.26938	34.80733	31.41938	-0.00008	0.00000	22.06141	15.22832	32.97740	45.05043	0.00000	34.48804	29.06981	8.00485	5.00864	86.16735	80.31444	24.84124	18.23990	0.36605	2.11190	26.19046	
